"Nr.";"Name";"Wahberechtigte";"abgegebeneStimmen";"Wahlbeteiligung in p";"ungueltigeStimmen";"Ungueltige in p";"gueltigeStimmen";"Gueltige in p";" OEVP ";"OEVPp";" SPOE ";"SPOEp";" GRUENE ";"GRUENEp";" FPOE ";"FPOEp";" BZOE ";"BZOEp";" DCOOE ";"DCOOEp";" KPOE ";"KPOEp";"Stimmen";" Ant. % ";"DatumErst";"ZeitErst";"DatumLetzt";"ZeitLetzt"
41420;"St.Roman                      ";1417;1260;88.92;39;3.1;1221;96.9;809;66.26;74;6.06;34;2.78;192;15.72;103;8.44;7;0.57;2;0.16;" 0 ";" 0 ";27/09/2009;4:50:02 PM;27/09/2009;4:50:02 PM
41421;"St.Willibald                  ";927;823;88.78;11;1.34;812;98.66;411;50.62;160;19.7;22;2.71;173;21.31;43;5.3;0;0;3;0.37;" 0 ";" 0 ";27/09/2009;4:07:08 PM;27/09/2009;4:07:08 PM
41422;"Schärding                     ";3772;2911;77.17;47;1.61;2864;98.39;1183;41.31;760;26.54;255;8.9;601;20.98;46;1.61;10;0.35;9;0.31;" 0 ";" 0 ";27/09/2009;5:26:11 PM;27/09/2009;5:26:11 PM
41423;"Schardenberg                  ";1723;1441;83.63;23;1.6;1418;98.4;902;63.61;150;10.58;66;4.65;226;15.94;43;3.03;26;1.83;5;0.35;" 0 ";" 0 ";27/09/2009;5:54:16 PM;27/09/2009;5:54:16 PM
41424;"Sigharting                    ";641;588;91.73;6;1.02;582;98.98;333;57.22;60;10.31;29;4.98;108;18.56;48;8.25;3;0.52;1;0.17;" 0 ";" 0 ";27/09/2009;3:12:10 PM;27/09/2009;3:12:10 PM
41425;"Suben                         ";946;807;85.31;18;2.23;789;97.77;395;50.06;158;20.03;69;8.75;119;15.08;42;5.32;1;0.13;5;0.63;" 0 ";" 0 ";27/09/2009;5:25:19 PM;27/09/2009;5:25:19 PM
41426;"Taufkirchen an der Pram       ";2294;1937;84.44;44;2.27;1893;97.73;891;47.07;442;23.35;130;6.87;363;19.18;58;3.06;5;0.26;4;0.21;" 0 ";" 0 ";27/09/2009;4:29:34 PM;27/09/2009;4:29:34 PM
41427;"Vichtenstein                  ";479;425;88.73;8;1.88;417;98.12;254;60.91;43;10.31;15;3.6;84;20.14;19;4.56;0;0;2;0.48;" 0 ";" 0 ";27/09/2009;2:40:03 PM;27/09/2009;2:40:03 PM
41428;"Waldkirchen am Wesen          ";1055;947;89.76;15;1.58;932;98.42;546;58.58;156;16.74;48;5.15;157;16.85;21;2.25;1;0.11;3;0.32;" 0 ";" 0 ";27/09/2009;4:49:38 PM;27/09/2009;4:49:38 PM
41429;"Wernstein am Inn              ";1193;1033;86.59;10;0.97;1023;99.03;541;52.88;224;21.9;59;5.77;162;15.84;22;2.15;11;1.08;4;0.39;" 0 ";" 0 ";27/09/2009;5:54:34 PM;27/09/2009;5:54:34 PM
41430;"Zell an der Pram              ";1572;1313;83.52;13;0.99;1300;99.01;755;58.08;154;11.85;132;10.15;222;17.08;27;2.08;5;0.38;5;0.38;" 0 ";" 0 ";27/09/2009;4:18:16 PM;27/09/2009;4:18:16 PM
41500;"Bezirk Steyr-Land                    ";47132;39612;84.04;723;1.83;38889;98.17;18597;47.82;10163;26.13;3227;8.3;4647;11.95;1916;4.93;171;0.44;168;0.43;" 0 ";" 0 ";27/09/2009;6:10:45 PM;27/09/2009;6:10:45 PM
41501;"Adlwang                       ";1275;1044;81.88;19;1.82;1025;98.18;569;55.51;145;14.15;85;8.29;158;15.41;64;6.24;2;0.2;2;0.2;" 0 ";" 0 ";27/09/2009;3:34:02 PM;27/09/2009;3:34:02 PM
41502;"Aschach an der Steyr          ";1773;1492;84.15;31;2.08;1461;97.92;774;52.98;298;20.4;149;10.2;173;11.84;59;4.04;2;0.14;6;0.41;" 0 ";" 0 ";27/09/2009;3:48:05 PM;27/09/2009;3:48:05 PM
41503;"Bad Hall                      ";3793;2979;78.54;56;1.88;2923;98.12;1437;49.16;633;21.66;253;8.66;338;11.56;242;8.28;16;0.55;4;0.14;" 0 ";" 0 ";27/09/2009;4:47:28 PM;27/09/2009;4:47:28 PM
41504;"Dietach                       ";2197;1827;83.16;36;1.97;1791;98.03;848;47.35;467;26.07;224;12.51;171;9.55;73;4.08;4;0.22;4;0.22;" 0 ";" 0 ";27/09/2009;3:17:33 PM;27/09/2009;3:17:33 PM
41505;"Gaflenz                       ";1459;1253;85.88;17;1.36;1236;98.64;692;55.99;284;22.98;88;7.12;116;9.39;53;4.29;0;0;3;0.24;" 0 ";" 0 ";27/09/2009;4:18:15 PM;27/09/2009;4:18:15 PM
41506;"Garsten                       ";5224;4267;81.68;92;2.16;4175;97.84;2009;48.12;1005;24.07;481;11.52;521;12.48;118;2.83;16;0.38;25;0.6;" 0 ";" 0 ";27/09/2009;5:24:36 PM;27/09/2009;5:24:36 PM
41507;"Großraming                    ";2243;2040;90.95;38;1.86;2002;98.14;991;49.5;588;29.37;142;7.09;200;9.99;71;3.55;1;0.05;9;0.45;" 0 ";" 0 ";27/09/2009;5:07:18 PM;27/09/2009;5:07:18 PM
41508;"Laussa                        ";1052;932;88.59;19;2.04;913;97.96;444;48.63;225;24.64;53;5.81;99;10.84;84;9.2;5;0.55;3;0.33;" 0 ";" 0 ";27/09/2009;4:27:22 PM;27/09/2009;4:27:22 PM
41509;"Losenstein                    ";1359;1175;86.46;15;1.28;1160;98.72;519;44.74;357;30.78;78;6.72;142;12.24;58;5;1;0.09;5;0.43;" 0 ";" 0 ";27/09/2009;5:24:52 PM;27/09/2009;5:24:52 PM
41510;"Maria Neustift                ";1347;1183;87.82;12;1.01;1171;98.99;740;63.19;131;11.19;60;5.12;151;12.89;71;6.06;14;1.2;4;0.34;" 0 ";" 0 ";27/09/2009;4:39:16 PM;27/09/2009;4:39:16 PM
41511;"Pfarrkirchen bei Bad Hall     ";1690;1419;83.96;15;1.06;1404;98.94;660;47.01;351;25;121;8.62;189;13.46;75;5.34;1;0.07;7;0.5;" 0 ";" 0 ";27/09/2009;4:02:57 PM;27/09/2009;4:02:57 PM
41512;"Reichraming                   ";1474;1272;86.3;23;1.81;1249;98.19;393;31.47;585;46.84;84;6.73;149;11.93;31;2.48;4;0.32;3;0.24;" 0 ";" 0 ";27/09/2009;5:49:35 PM;27/09/2009;5:49:35 PM
41513;"Rohr im Kremstal              ";977;834;85.36;9;1.08;825;98.92;438;53.09;163;19.76;65;7.88;110;13.33;40;4.85;2;0.24;7;0.85;" 0 ";" 0 ";27/09/2009;3:42:01 PM;27/09/2009;3:42:01 PM
41514;"St.Ulrich bei Steyr           ";2488;2080;83.6;28;1.35;2052;98.65;1067;52;413;20.13;226;11.01;235;11.45;96;4.68;9;0.44;6;0.29;" 0 ";" 0 ";27/09/2009;4:57:36 PM;27/09/2009;4:57:36 PM
41515;"Schiedlberg                   ";1003;876;87.34;12;1.37;864;98.63;577;66.78;114;13.19;44;5.09;93;10.76;28;3.24;2;0.23;6;0.69;" 0 ";" 0 ";27/09/2009;3:18:03 PM;27/09/2009;3:18:03 PM
41516;"Sierning                      ";7265;5916;81.43;150;2.54;5766;97.46;2233;38.73;2095;36.33;365;6.33;796;13.81;229;3.97;20;0.35;28;0.49;" 0 ";" 0 ";27/09/2009;4:39:29 PM;27/09/2009;4:39:29 PM
41517;"Ternberg                      ";2718;2352;86.53;40;1.7;2312;98.3;1074;46.45;550;23.79;180;7.79;256;11.07;230;9.95;11;0.48;11;0.48;" 0 ";" 0 ";27/09/2009;4:34:04 PM;27/09/2009;4:34:04 PM
41518;"Waldneukirchen                ";1749;1545;88.34;19;1.23;1526;98.77;816;53.47;272;17.82;113;7.4;183;11.99;114;7.47;25;1.64;3;0.2;" 0 ";" 0 ";27/09/2009;4:18:41 PM;27/09/2009;4:18:41 PM
41521;"Wolfern                       ";2452;2070;84.42;33;1.59;2037;98.41;1084;53.22;482;23.66;154;7.56;221;10.85;77;3.78;9;0.44;10;0.49;" 0 ";" 0 ";27/09/2009;3:18:20 PM;27/09/2009;3:18:20 PM
41522;"Weyer  ";3594;3056;85.03;59;1.93;2997;98.07;1232;41.11;1005;33.53;262;8.74;346;11.54;103;3.44;27;0.9;22;0.73;" 0 ";" 0 ";27/09/2009;6:10:45 PM;27/09/2009;6:10:45 PM
41600;"Bezirk Urfahr-Umgebung               ";64993;55645;85.62;947;1.7;54698;98.3;28024;51.23;11182;20.44;6951;12.71;6424;11.74;1537;2.81;245;0.45;335;0.61;" 0 ";" 0 ";27/09/2009;6:22:26 PM;27/09/2009;6:22:26 PM
41601;"Alberndorf in der Riedmark    ";3012;2565;85.16;26;1.01;2539;98.99;1327;52.26;418;16.46;268;10.56;416;16.38;66;2.6;29;1.14;15;0.59;" 0 ";" 0 ";27/09/2009;4:43:48 PM;27/09/2009;4:43:48 PM
41602;"Altenberg bei Linz            ";3466;3039;87.68;39;1.28;3000;98.72;1656;55.2;489;16.3;395;13.17;326;10.87;95;3.17;20;0.67;19;0.63;" 0 ";" 0 ";27/09/2009;4:15:10 PM;27/09/2009;4:15:10 PM
41603;"Bad Leonfelden                ";3197;2742;85.77;71;2.59;2671;97.41;1570;58.78;355;13.29;247;9.25;319;11.94;139;5.2;27;1.01;14;0.52;" 0 ";" 0 ";27/09/2009;4:33:11 PM;27/09/2009;4:33:11 PM
41604;"Eidenberg                     ";1577;1355;85.92;24;1.77;1331;98.23;842;63.26;166;12.47;136;10.22;132;9.92;48;3.61;3;0.23;4;0.3;" 0 ";" 0 ";27/09/2009;4:44:07 PM;27/09/2009;4:44:07 PM
41605;"Engerwitzdorf                 ";6652;5561;83.6;92;1.65;5469;98.35;2568;46.96;1253;22.91;719;13.15;720;13.17;142;2.6;30;0.55;37;0.68;" 0 ";" 0 ";27/09/2009;5:32:51 PM;27/09/2009;5:32:51 PM
41606;"Feldkirchen an der Donau      ";4219;3728;88.36;64;1.72;3664;98.28;1769;48.28;943;25.74;342;9.33;414;11.3;175;4.78;9;0.25;12;0.33;" 0 ";" 0 ";27/09/2009;5:32:28 PM;27/09/2009;5:32:28 PM
41607;"Gallneukirchen                ";4910;4071;82.91;49;1.2;4022;98.8;1773;44.08;999;24.84;734;18.25;398;9.9;70;1.74;25;0.62;23;0.57;" 0 ";" 0 ";27/09/2009;4:44:16 PM;27/09/2009;4:44:16 PM
41608;"Goldwörth                     ";742;618;83.29;19;3.07;599;96.93;339;56.59;123;20.53;55;9.18;64;10.68;12;2;2;0.33;4;0.67;" 0 ";" 0 ";27/09/2009;3:52:28 PM;27/09/2009;3:52:28 PM
41609;"Gramastetten                  ";3774;3249;86.09;48;1.48;3201;98.52;1789;55.89;553;17.28;407;12.71;343;10.72;73;2.28;13;0.41;23;0.72;" 0 ";" 0 ";27/09/2009;4:23:36 PM;27/09/2009;4:23:36 PM
41610;"Haibach im Mühlkreis          ";673;594;88.26;11;1.85;583;98.15;323;55.4;115;19.73;56;9.61;64;10.98;18;3.09;3;0.51;4;0.69;" 0 ";" 0 ";27/09/2009;2:47:57 PM;27/09/2009;2:47:57 PM
41611;"Hellmonsödt                   ";1736;1479;85.2;14;0.95;1465;99.05;680;46.42;297;20.27;200;13.65;218;14.88;52;3.55;4;0.27;14;0.96;" 0 ";" 0 ";27/09/2009;5:39:38 PM;27/09/2009;5:39:38 PM
41612;"Herzogsdorf                   ";1964;1639;83.45;33;2.01;1606;97.99;967;60.21;247;15.38;116;7.22;203;12.64;60;3.74;1;0.06;12;0.75;" 0 ";" 0 ";27/09/2009;4:23:25 PM;27/09/2009;4:23:25 PM
41613;"Kirchschlag bei Linz          ";1573;1360;86.46;36;2.65;1324;97.35;669;50.53;226;17.07;202;15.26;187;14.12;26;1.96;8;0.6;6;0.45;" 0 ";" 0 ";27/09/2009;4:44:23 PM;27/09/2009;4:44:23 PM
41614;"Lichtenberg                   ";2136;1864;87.27;36;1.93;1828;98.07;961;52.57;356;19.47;277;15.15;184;10.07;38;2.08;5;0.27;7;0.38;" 0 ";" 0 ";27/09/2009;5:56:25 PM;27/09/2009;5:56:25 PM
41615;"Oberneukirchen                ";2534;2157;85.12;57;2.64;2100;97.36;1229;58.52;348;16.57;250;11.9;223;10.62;42;2;1;0.05;7;0.33;" 0 ";" 0 ";27/09/2009;4:28:36 PM;27/09/2009;4:28:36 PM
41616;"Ottenschlag im Mühlkreis      ";403;349;86.6;12;3.44;337;96.56;189;56.08;72;21.36;20;5.93;50;14.84;3;0.89;0;0;3;0.89;" 0 ";" 0 ";27/09/2009;2:51:01 PM;27/09/2009;2:51:01 PM
41617;"Ottensheim                    ";3566;3050;85.53;41;1.34;3009;98.66;1402;46.59;593;19.71;587;19.51;313;10.4;81;2.69;8;0.27;25;0.83;" 0 ";" 0 ";27/09/2009;5:32:16 PM;27/09/2009;5:32:16 PM
41618;"Puchenau                      ";3747;3104;82.84;41;1.32;3063;98.68;1385;45.22;666;21.74;557;18.18;337;11;74;2.42;13;0.42;31;1.01;" 0 ";" 0 ";27/09/2009;5:37:41 PM;27/09/2009;5:37:41 PM
41619;"Reichenau im Mühlkreis        ";969;821;84.73;18;2.19;803;97.81;409;50.93;164;20.42;91;11.33;107;13.33;19;2.37;6;0.75;7;0.87;" 0 ";" 0 ";27/09/2009;3:17:12 PM;27/09/2009;3:17:12 PM
41620;"Reichenthal                   ";1138;1016;89.28;22;2.17;994;97.83;595;59.86;182;18.31;83;8.35;98;9.86;26;2.62;6;0.6;4;0.4;" 0 ";" 0 ";27/09/2009;4:44:31 PM;27/09/2009;4:44:31 PM
41621;"St.Gotthard im Mühlkreis      ";1050;913;86.95;16;1.75;897;98.25;456;50.84;204;22.74;91;10.14;115;12.82;24;2.68;3;0.33;4;0.45;" 0 ";" 0 ";27/09/2009;4:52:21 PM;27/09/2009;4:52:21 PM
41622;"Schenkenfelden                ";1261;1084;85.96;22;2.03;1062;97.97;634;59.7;153;14.41;85;8;146;13.75;37;3.48;2;0.19;5;0.47;" 0 ";" 0 ";27/09/2009;5:45:43 PM;27/09/2009;5:45:43 PM
41623;"Sonnberg im Mühlkreis         ";667;595;89.21;15;2.52;580;97.48;318;54.83;111;19.14;60;10.34;74;12.76;10;1.72;1;0.17;6;1.03;" 0 ";" 0 ";27/09/2009;3:13:28 PM;27/09/2009;3:13:28 PM
41624;"Steyregg                      ";3834;3239;84.48;49;1.51;3190;98.49;1281;40.16;953;29.87;386;12.1;455;14.26;83;2.6;9;0.28;23;0.72;" 0 ";" 0 ";27/09/2009;5:05:31 PM;27/09/2009;5:05:31 PM
41625;"Vorderweißenbach              ";1643;1516;92.27;20;1.32;1496;98.68;1016;67.91;180;12.03;103;6.89;154;10.29;25;1.67;12;0.8;6;0.4;" 0 ";" 0 ";27/09/2009;6:22:26 PM;27/09/2009;6:22:26 PM
41626;"Walding                       ";3160;2713;85.85;52;1.92;2661;98.08;1210;45.47;802;30.14;321;12.06;245;9.21;66;2.48;2;0.08;15;0.56;" 0 ";" 0 ";27/09/2009;4:52:33 PM;27/09/2009;4:52:33 PM
41627;"Zwettl an der Rodl            ";1390;1224;88.06;20;1.63;1204;98.37;667;55.4;214;17.77;163;13.54;119;9.88;33;2.74;3;0.25;5;0.42;" 0 ";" 0 ";27/09/2009;4:18:16 PM;27/09/2009;4:18:16 PM
41700;"Bezirk Vöcklabruck                   ";100086;81521;81.45;1948;2.39;79573;97.61;38885;48.87;17948;22.56;7079;8.9;12864;16.17;2021;2.54;434;0.55;342;0.43;" 0 ";" 0 ";27/09/2009;7:55:14 PM;27/09/2009;7:55:14 PM
41701;"Ampflwang im Hausruckwald     ";2789;2384;85.48;61;2.56;2323;97.44;744;32.03;929;39.99;103;4.43;436;18.77;74;3.19;22;0.95;15;0.65;" 0 ";" 0 ";27/09/2009;6:45:30 PM;27/09/2009;6:45:30 PM
41702;"Attersee                      ";1262;1069;84.71;21;1.96;1048;98.04;544;51.91;211;20.13;132;12.6;125;11.93;29;2.77;3;0.29;4;0.38;" 0 ";" 0 ";27/09/2009;5:50:45 PM;27/09/2009;5:50:45 PM
41703;"Attnang-Puchheim              ";6322;4786;75.7;94;1.96;4692;98.04;1668;35.55;1549;33.01;443;9.44;906;19.31;87;1.85;21;0.45;18;0.38;" 0 ";" 0 ";27/09/2009;7:45:15 PM;27/09/2009;7:45:15 PM
41704;"Atzbach                       ";921;825;89.58;30;3.64;795;96.36;478;60.13;76;9.56;57;7.17;148;18.62;21;2.64;13;1.64;2;0.25;" 0 ";" 0 ";27/09/2009;4:24:09 PM;27/09/2009;4:24:09 PM
41705;"Aurach am Hongar              ";1245;1102;88.51;27;2.45;1075;97.55;476;44.28;316;29.4;63;5.86;199;18.51;17;1.58;0;0;4;0.37;" 0 ";" 0 ";27/09/2009;5:11:15 PM;27/09/2009;5:11:15 PM
41706;"Berg im Attergau              ";775;658;84.9;4;0.61;654;99.39;441;67.43;59;9.02;26;3.98;105;16.06;15;2.29;3;0.46;5;0.76;" 0 ";" 0 ";27/09/2009;1:13:15 PM;27/09/2009;1:13:15 PM
41707;"Desselbrunn                   ";1297;1155;89.05;13;1.13;1142;98.87;522;45.71;307;26.88;92;8.06;172;15.06;34;2.98;7;0.61;8;0.7;" 0 ";" 0 ";27/09/2009;4:27:38 PM;27/09/2009;4:27:38 PM
41708;"Fornach                       ";724;645;89.09;13;2.02;632;97.98;403;63.77;72;11.39;33;5.22;97;15.35;16;2.53;9;1.42;2;0.32;" 0 ";" 0 ";27/09/2009;2:52:26 PM;27/09/2009;2:52:26 PM
41709;"Frankenburg am Hausruck       ";3959;3336;84.26;132;3.96;3204;96.04;1414;44.13;911;28.43;211;6.59;573;17.88;61;1.9;7;0.22;27;0.84;" 0 ";" 0 ";27/09/2009;7:05:35 PM;27/09/2009;7:05:35 PM
41710;"Frankenmarkt                  ";2687;2096;78.01;76;3.63;2020;96.37;1024;50.69;444;21.98;136;6.73;330;16.34;55;2.72;13;0.64;18;0.89;" 0 ";" 0 ";27/09/2009;4:52:40 PM;27/09/2009;4:52:40 PM
41711;"Gampern                       ";2043;1745;85.41;53;3.04;1692;96.96;949;56.09;285;16.84;139;8.22;231;13.65;74;4.37;7;0.41;7;0.41;" 0 ";" 0 ";27/09/2009;7:02:12 PM;27/09/2009;7:02:12 PM
41712;"Innerschwand                  ";824;687;83.37;27;3.93;660;96.07;461;69.85;62;9.39;62;9.39;64;9.7;9;1.36;2;0.3;0;0;" 0 ";" 0 ";27/09/2009;5:41:10 PM;27/09/2009;5:41:10 PM
41713;"Lenzing                       ";4023;3048;75.76;59;1.94;2989;98.06;894;29.91;1180;39.48;212;7.09;583;19.5;91;3.04;10;0.33;19;0.64;" 0 ";" 0 ";27/09/2009;5:41:32 PM;27/09/2009;5:41:32 PM
41714;"Manning                       ";652;584;89.57;11;1.88;573;98.12;330;57.59;91;15.88;69;12.04;58;10.12;18;3.14;5;0.87;2;0.35;" 0 ";" 0 ";27/09/2009;5:03:57 PM;27/09/2009;5:03:57 PM
41715;"Mondsee                       ";2335;1638;70.15;57;3.48;1581;96.52;936;59.2;239;15.12;149;9.42;196;12.4;47;2.97;8;0.51;6;0.38;" 0 ";" 0 ";27/09/2009;5:36:56 PM;27/09/2009;5:36:56 PM
41716;"Neukirchen an der Vöckla      ";1980;1644;83.03;37;2.25;1607;97.75;809;50.34;300;18.67;137;8.53;280;17.42;46;2.86;27;1.68;8;0.5;" 0 ";" 0 ";27/09/2009;4:53:08 PM;27/09/2009;4:53:08 PM
41717;"Niederthalheim                ";823;738;89.67;17;2.3;721;97.7;381;52.84;83;11.51;69;9.57;165;22.88;19;2.64;3;0.42;1;0.14;" 0 ";" 0 ";27/09/2009;3:57:20 PM;27/09/2009;3:57:20 PM
41718;"Nußdorf am Attersee           ";847;727;85.83;8;1.1;719;98.9;437;60.78;80;11.13;43;5.98;125;17.39;31;4.31;0;0;3;0.42;" 0 ";" 0 ";27/09/2009;3:31:27 PM;27/09/2009;3:31:27 PM
41719;"Oberhofen am Irrsee           ";1138;932;81.9;20;2.15;912;97.85;550;60.31;153;16.78;50;5.48;134;14.69;17;1.86;6;0.66;2;0.22;" 0 ";" 0 ";27/09/2009;5:05:24 PM;27/09/2009;5:05:24 PM
41720;"Oberndorf bei Schwanenstadt   ";1116;969;86.83;17;1.75;952;98.25;436;45.8;195;20.48;105;11.03;186;19.54;28;2.94;2;0.21;0;0;" 0 ";" 0 ";27/09/2009;4:58:05 PM;27/09/2009;4:58:05 PM
41721;"Oberwang                      ";1237;1079;87.23;27;2.5;1052;97.5;773;73.48;59;5.61;31;2.95;173;16.44;12;1.14;4;0.38;0;0;" 0 ";" 0 ";27/09/2009;4:57:45 PM;27/09/2009;4:57:45 PM
41722;"Ottnang am Hausruck           ";3044;2588;85.02;48;1.85;2540;98.15;1195;47.05;670;26.38;162;6.38;392;15.43;95;3.74;20;0.79;6;0.24;" 0 ";" 0 ";27/09/2009;7:45:19 PM;27/09/2009;7:45:19 PM
41723;"Pfaffing                      ";1089;917;84.21;47;5.13;870;94.87;418;48.05;216;24.83;69;7.93;146;16.78;16;1.84;3;0.34;2;0.23;" 0 ";" 0 ";27/09/2009;5:57:03 PM;27/09/2009;5:57:03 PM
41724;"Pilsbach                      ";504;477;94.64;5;1.05;472;98.95;237;50.21;109;23.09;61;12.92;54;11.44;9;1.91;2;0.42;0;0;" 0 ";" 0 ";27/09/2009;6:18:02 PM;27/09/2009;6:18:02 PM
41725;"Pitzenberg                    ";408;363;88.97;6;1.65;357;98.35;180;50.42;52;14.57;41;11.48;71;19.89;10;2.8;2;0.56;1;0.28;" 0 ";" 0 ";27/09/2009;2:29:14 PM;27/09/2009;2:29:14 PM
41726;"Pöndorf                       ";1808;1504;83.19;42;2.79;1462;97.21;751;51.37;340;23.26;53;3.63;282;19.29;33;2.26;3;0.21;0;0;" 0 ";" 0 ";27/09/2009;5:02:02 PM;27/09/2009;5:02:02 PM
41727;"Puchkirchen am Trattberg      ";765;670;87.58;16;2.39;654;97.61;371;56.73;102;15.6;73;11.16;86;13.15;14;2.14;4;0.61;4;0.61;" 0 ";" 0 ";27/09/2009;7:16:43 PM;27/09/2009;7:16:43 PM
41728;"Pühret                        ";484;429;88.64;4;0.93;425;99.07;232;54.59;73;17.18;31;7.29;75;17.65;9;2.12;3;0.71;2;0.47;" 0 ";" 0 ";27/09/2009;1:37:26 PM;27/09/2009;1:37:26 PM
41729;"Redleiten                     ";383;336;87.73;7;2.08;329;97.92;162;49.24;88;26.75;16;4.86;56;17.02;5;1.52;2;0.61;0;0;" 0 ";" 0 ";27/09/2009;1:49:35 PM;27/09/2009;1:49:35 PM
41730;"Redlham                       ";1129;983;87.07;29;2.95;954;97.05;486;50.94;200;20.96;89;9.33;148;15.51;25;2.62;4;0.42;2;0.21;" 0 ";" 0 ";27/09/2009;6:52:11 PM;27/09/2009;6:52:11 PM
41731;"Regau                         ";4692;3838;81.8;105;2.74;3733;97.26;1772;47.47;814;21.81;364;9.75;654;17.52;84;2.25;25;0.67;20;0.54;" 0 ";" 0 ";27/09/2009;6:01:23 PM;27/09/2009;6:01:23 PM
41732;"Rüstorf                       ";1580;1300;82.28;34;2.62;1266;97.38;539;42.58;318;25.12;105;8.29;274;21.64;16;1.26;10;0.79;4;0.32;" 0 ";" 0 ";27/09/2009;6:16:45 PM;27/09/2009;6:16:45 PM
41733;"Rutzenham                     ";204;190;93.14;6;3.16;184;96.84;111;60.33;11;5.98;36;19.57;23;12.5;0;0;1;0.54;2;1.09;" 0 ";" 0 ";27/09/2009;12:22:30 PM;27/09/2009;12:22:30 PM
41734;"St.Georgen im Attergau        ";2986;2405;80.54;37;1.54;2368;98.46;1326;56;323;13.64;170;7.18;460;19.43;60;2.53;19;0.8;10;0.42;" 0 ";" 0 ";27/09/2009;6:30:39 PM;27/09/2009;6:30:39 PM
41735;"St.Lorenz                     ";1644;1315;79.99;27;2.05;1288;97.95;860;66.77;141;10.95;120;9.32;144;11.18;15;1.16;3;0.23;5;0.39;" 0 ";" 0 ";27/09/2009;6:54:27 PM;27/09/2009;6:54:27 PM
41736;"Schlatt                       ";1026;871;84.89;29;3.33;842;96.67;433;51.43;165;19.6;76;9.03;132;15.68;26;3.09;7;0.83;3;0.36;" 0 ";" 0 ";27/09/2009;5:57:29 PM;27/09/2009;5:57:29 PM
41737;"Schörfling am Attersee        ";2614;2059;78.77;39;1.89;2020;98.11;911;45.1;451;22.33;247;12.23;336;16.63;59;2.92;7;0.35;9;0.45;" 0 ";" 0 ";27/09/2009;5:28:44 PM;27/09/2009;5:28:44 PM
41738;"Schwanenstadt                 ";3029;2385;78.74;49;2.05;2336;97.95;987;42.25;558;23.89;282;12.07;425;18.19;68;2.91;12;0.51;4;0.17;" 0 ";" 0 ";27/09/2009;7:55:14 PM;27/09/2009;7:55:14 PM
41739;"Seewalchen am Attersee        ";4115;3187;77.45;62;1.95;3125;98.05;1418;45.38;754;24.13;347;11.1;518;16.58;63;2.02;13;0.42;12;0.38;" 0 ";" 0 ";27/09/2009;4:47:08 PM;27/09/2009;4:47:08 PM
41740;"Steinbach am Attersee         ";652;577;88.5;20;3.47;557;96.53;318;57.09;98;17.59;52;9.34;69;12.39;19;3.41;1;0.18;0;0;" 0 ";" 0 ";27/09/2009;5:41:56 PM;27/09/2009;5:41:56 PM
41741;"Straß im Attergau             ";1098;914;83.24;33;3.61;881;96.39;498;56.53;115;13.05;38;4.31;196;22.25;23;2.61;6;0.68;5;0.57;" 0 ";" 0 ";27/09/2009;6:18:17 PM;27/09/2009;6:18:17 PM
41742;"Tiefgraben                    ";2700;2019;74.78;47;2.33;1972;97.67;1314;66.63;215;10.9;162;8.22;242;12.27;27;1.37;6;0.3;6;0.3;" 0 ";" 0 ";27/09/2009;6:01:52 PM;27/09/2009;6:01:52 PM
41743;"Timelkam                      ";4549;3708;81.51;69;1.86;3639;98.14;1536;42.21;1090;29.95;324;8.9;549;15.09;117;3.22;7;0.19;16;0.44;" 0 ";" 0 ";27/09/2009;6:20:32 PM;27/09/2009;6:20:32 PM
41744;"Ungenach                      ";1114;975;87.52;22;2.26;953;97.74;541;56.77;113;11.86;102;10.7;165;17.31;17;1.78;10;1.05;5;0.52;" 0 ";" 0 ";27/09/2009;6:54:48 PM;27/09/2009;6:54:48 PM
41745;"Unterach am Attersee          ";1112;982;88.31;16;1.63;966;98.37;527;54.55;258;26.71;77;7.97;83;8.59;14;1.45;2;0.21;5;0.52;" 0 ";" 0 ";27/09/2009;6:39:26 PM;27/09/2009;6:39:26 PM
41746;"Vöcklabruck                   ";9121;6903;75.68;173;2.51;6730;97.49;3068;45.59;1535;22.81;917;13.63;915;13.6;218;3.24;42;0.62;35;0.52;" 0 ";" 0 ";27/09/2009;6:09:49 PM;27/09/2009;6:09:49 PM
41747;"Vöcklamarkt                   ";3613;2939;81.35;80;2.72;2859;97.28;1491;52.15;588;20.57;256;8.95;443;15.49;59;2.06;13;0.45;9;0.31;" 0 ";" 0 ";27/09/2009;5:42:17 PM;27/09/2009;5:42:17 PM
41748;"Weißenkirchen im Attergau     ";758;620;81.79;10;1.61;610;98.39;389;63.77;73;11.97;26;4.26;103;16.89;12;1.97;7;1.15;0;0;" 0 ";" 0 ";27/09/2009;3:33:00 PM;27/09/2009;3:33:00 PM
41749;"Weyregg am Attersee           ";1232;1089;88.39;16;1.47;1073;98.53;553;51.54;243;22.65;106;9.88;132;12.3;27;2.52;10;0.93;2;0.19;" 0 ";" 0 ";27/09/2009;7:54:04 PM;27/09/2009;7:54:04 PM
41750;"Wolfsegg am Hausruck          ";1582;1395;88.18;32;2.29;1363;97.71;607;44.53;382;28.03;126;9.24;188;13.79;42;3.08;4;0.29;14;1.03;" 0 ";" 0 ";27/09/2009;5:31:26 PM;27/09/2009;5:31:26 PM
